"id","title","publication_date","description","channel_id","channel_title","viewCount","likeCount","favoriteCount","commentCount","url"
"B8McJhaEGLM","[Two Kids Room(투키즈룸)] VOL.2 Ep.05  Bang Chan X Hyunjin","2018-11-10T12:24:01Z","[Two Kids Room(투키즈룸)] VOL.2 Ep.05  방찬 X 현진 (Bang Chan X Hyunjin)

Stray Kids 3RD MINI ALBUM ""I am YOU""
iTunes & Apple Music: https://goo.gl/EVjVvM
Spotify: https://goo.gl/mKkfTJ

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#IamYOU
 
Copyrights 2018 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","442722","35894","0","942","https://www.youtube.com/watch?v=B8McJhaEGLM"
"bBeHBpDUT-Q","Stray Kids 'District 9 : Unlock’ in SEOUL ""Special Thanks To"" Video","2019-11-28T09:29:58Z","Stray Kids(스트레이 키즈) 'District 9 : Unlock’ in SEOUL ""Special Thanks To"" Video

Stray Kids MINI ALBUM ""Clé : LEVANTER""
iTunes & Apple Music: https://apple.co/2P36wH7
Spotify: https://spoti.fi/2s6rYSu

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#Clé_LEVANTER
#YouMakeStrayKidsStay
#StrayKidsComeback

Copyrights 2019 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","163803","42242","0","2091","https://www.youtube.com/watch?v=bBeHBpDUT-Q"
"BBMSt2X9MEI","[Stray Kids : SKZ-TALKER(슼즈토커)] Ep.11","2018-12-12T03:00:04Z","[Stray Kids(스트레이 키즈) : SKZ-TALKER(슼즈토커)] Ep.11

Stray Kids 3RD MINI ALBUM ""I am YOU""
iTunes & Apple Music: https://goo.gl/EVjVvM
Spotify: https://goo.gl/mKkfTJ

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#IamYOU
 
Copyrights 2018 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","571504","49102","0","1563","https://www.youtube.com/watch?v=BBMSt2X9MEI"
"BHI68MISyME","[Stray Kids : SKZ-TALKER GO!(슼즈토커 고!)] BUSAN","2019-05-19T08:59:55Z","[Stray Kids(스트레이 키즈) : SKZ-TALKER GO!(슼즈토커 고!)] BUSAN  

Stray Kids MINI ALBUM ""Clé 1 : MIROH""
iTunes & Apple Music: http://goo.gl/rWq6bu
Spotify: http://goo.gl/QHLXyP

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#Clé1_MIROH #MIROH

Copyrights 2019 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","716936","58634","0","1297","https://www.youtube.com/watch?v=BHI68MISyME"
"bhUMGfQCV94","[One Kid's Room(원키즈룸)] Ep.03 Lee Know","2019-12-28T12:59:55Z","[One Kid's Room(원키즈룸)] Ep.03 리노(Lee Know)

Stray Kids Digital Single ""Mixtape : Gone Days"" 
iTunes & Apple Music: https://apple.co/2MwpDYl
Spotify: https://spoti.fi/2ZoPwOY

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#Clé_LEVANTER
#바람 #Levanter
#Mixtape_GoneDays
#YouMakeStrayKidsStay

Copyrights 2019 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","1048986","88497","0","2011","https://www.youtube.com/watch?v=bhUMGfQCV94"
"bkBxUI7NRY0","3팀3색 스트레이 키즈가 런던 거리에 뜬 이유는?｜Stray Kids: 제 9구역 시즌5 EP.01","2019-09-11T12:00:24Z","3팀3색 스트레이 키즈가 런던 거리에 뜬 이유는?｜Stray Kids(스트레이 키즈): 제 9구역 시즌5(The 9th Season 5) EP.01

Stray Kids SPECIAL ALBUM ""Clé 2 : Yellow Wood""
iTunes & Apple Music: https://apple.co/2KpEEvN
Spotify: https://spoti.fi/2WRKLL5

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#Clé2_YellowWood 
#부작용 #SideEffects

Copyrights 2019 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","1259222","98193","0","2916","https://www.youtube.com/watch?v=bkBxUI7NRY0"
"BkFeulVR6XE","[Stray Kids : SKZ-TALKER] Ep.37","2021-02-04T10:59:56Z","[Stray Kids(스트레이 키즈) : SKZ-TALKER(슼즈토커)] Ep.37

Stray Kids Digital Single ""ALL IN (Korean Ver.)""
iTunes & Apple Music: https://apple.co/33fWGbG
Spotify: https://spoti.fi/3nYlixn

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Instagram: https://www.instagram.com/realstraykids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#SeoulMusicAwards #하이원서울가요대상 
#YouMakeStrayKidsStay

Copyrights 2021 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","1096501","133982","0","5831","https://www.youtube.com/watch?v=BkFeulVR6XE"
"bMI49ygHhac","[SKZ VLOG] Felix : Sunshine Vlog 3 (ft. 짱비니 형)","2021-08-28T10:59:56Z","[SKZ VLOG] 필릭스(Felix) : Sunshine Vlog 3 (ft. 짱비니 형)

✨ English, Japanese, Chinese, Spanish, Indonesian & Thai subtitles are available! 

Stray Kids THE 2ND ALBUM ""NOEASY""
iTunes & Apple Music: https://apple.co/3moxkm9
Spotify: https://spoti.fi/3Djh3VR

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Instagram: https://www.instagram.com/realstraykids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#SKZVLOG #브이로그
#YouMakeStrayKidsStay

Copyrights 2021 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","1248818","212458","0","7074","https://www.youtube.com/watch?v=bMI49ygHhac"
"BMOtxqeWS7k","[Stray Kids : SKZ-TALKER] Ep.34","2020-12-08T10:59:54Z","[Stray Kids(스트레이 키즈) : SKZ-TALKER(슼즈토커)] Ep.34

Stray Kids Digital Single ""ALL IN (Korean Ver.)""
iTunes & Apple Music: https://apple.co/33fWGbG
Spotify: https://spoti.fi/3nYlixn

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Instagram: https://www.instagram.com/realstraykids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈 
#ALL_IN
#YouMakeStrayKidsStay

Copyrights 2020 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","1408483","157695","0","6576","https://www.youtube.com/watch?v=BMOtxqeWS7k"
"BPbiILNohjw","[Stray Kids : SKZ-TALKER GO!(슼즈토커 고!)] SYDNEY","2019-05-03T12:00:05Z","[Stray Kids(스트레이 키즈) : SKZ-TALKER GO!(슼즈토커 고!)] SYDNEY

Stray Kids MINI ALBUM ""Clé 1 : MIROH""
iTunes & Apple Music: http://goo.gl/rWq6bu
Spotify: http://goo.gl/QHLXyP

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#Clé1_MIROH #MIROH

Copyrights 2019 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","993967","87579","0","2085","https://www.youtube.com/watch?v=BPbiILNohjw"
"bpUfd4J3Shk","한밤의 놀이공원 (Midnight Amusement Park) #1｜[SKZ CODE] Ep.16","2022-06-01T10:59:56Z","한밤의 놀이공원 (Midnight Amusement Park) #1｜[SKZ CODE(스키즈 코드)] Ep.16

✨ English, Japanese, Chinese, Spanish, Indonesian & Thai subtitles are available! 

Stray Kids ""ODDINARY""
iTunes & Apple Music: https://apple.co/3IqqKml
Spotify: https://spoti.fi/3ijBk40

✅ Listen to ＜ODDINARY＞ now!
http://Stray-Kids.lnk.to/ODDINARY

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Instagram: https://www.instagram.com/realstraykids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official TikTok: https://www.tiktok.com/@jypestraykids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#스키즈코드 #SKZCODE
#한밤의놀이공원
#MidnightAmusementPark
#YouMakeStrayKidsStay

Copyrights 2022 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","3423992","309353","0","7780","https://www.youtube.com/watch?v=bpUfd4J3Shk"
"BpXhS1EjztM","[Two Kids Room(투키즈룸)] Ep.07 Bang Chan X I.N","2018-09-01T12:00:01Z","[Two Kids Room(투키즈룸)] Ep.07 방찬X아이엔 (Bang Chan X I.N)

Stray Kids 2ND MINI ALBUM ""I am WHO""
Spotify: https://goo.gl/HVE5Bh
iTunes & Apple Music: https://goo.gl/M4kKXs

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#IamWHO #MyPace

Copyrights 2018 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","460563","41428","0","1000","https://www.youtube.com/watch?v=BpXhS1EjztM"
"BqnPSgcb4yo","[Stray Kids : SKZ-TALKER GO! Season 3] Ep.03 NEW YORK","2022-08-23T08:59:57Z","[Stray Kids(스트레이 키즈) : SKZ-TALKER GO! Season 3 (슼즈토커 고! 시즌 3)] Ep.03 NEW YORK

✨ English, Japanese, Chinese, Spanish, Indonesian & Thai subtitles are available!

Stray Kids ""Mixtape : Time Out""
iTunes & Apple Music: https://stray-kids.lnk.to/MixtapeTimeOut/AppleMusic
Spotify: https://stray-kids.lnk.to/MixtapeTimeOut/Spotify

🌊Listen to ＜Mixtape : Time Out＞ now!
✨http://Stray-Kids.lnk.to/MixtapeTimeOut

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Instagram: https://www.instagram.com/realstraykids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official TikTok: https://www.tiktok.com/@jypestraykids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#2ndWorldTour_MANIAC
#SKZ_TALKER_GO #슼즈토커고
#YouMakeStrayKidsStay

Copyrights 2022 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","1088783","137182","0","3869","https://www.youtube.com/watch?v=BqnPSgcb4yo"
"br_20emSsgs","Stray Kids ""부작용(Side Effects)"" Fan Featuring Guide Video","2019-06-19T15:05:10Z","Stray Kids(스트레이 키즈) ""부작용(Side Effects)"" Fan Featuring Guide Video

Stray Kids SPECIAL ALBUM ""Clé 2 : Yellow Wood""
iTunes & Apple Music: https://apple.co/2KpEEvN
Spotify: https://spoti.fi/2WRKLL5

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#Clé2_YellowWood 
#부작용 #SideEffects

Copyrights 2019 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","1502912","208062","0","6975","https://www.youtube.com/watch?v=br_20emSsgs"
"bS2Z72SPcVU","[SPOT KIDS : BLACK] 슼둥이들의 두근두근 복불복 점심시간! 촬영 비하인드!","2018-09-28T06:37:38Z","[SPOT KIDS : BLACK] 슼둥이들의 두근두근 복불복 점심시간! 촬영 비하인드!   

Stray Kids 2ND MINI ALBUM ""I am WHO""
Spotify: https://goo.gl/HVE5Bh
iTunes & Apple Music: https://goo.gl/M4kKXs

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#IamWHO #MyPace

Copyrights 2018 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","115187","14448","0","391","https://www.youtube.com/watch?v=bS2Z72SPcVU"
"bvcVzbm9kqk","[Stray Kids : SKZ&SKZ(슼과 슼)] Ep.02","2018-11-09T12:00:11Z","[Stray Kids(스트레이 키즈) : SKZ&SKZ(슼과 슼)] Ep.02

Stray Kids 3RD MINI ALBUM ""I am YOU""
iTunes & Apple Music: https://goo.gl/EVjVvM
Spotify: https://goo.gl/mKkfTJ

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#IamYOU
 
Copyrights 2018 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","639852","54558","0","1111","https://www.youtube.com/watch?v=bvcVzbm9kqk"
"BVHx-ZFZ9NE","1️⃣4️⃣3️⃣ I LOVE YOU! 🐥🤟 #CASE143 #CASE143Challenge #CASE143챌린지 #StrayKids #스트레이키즈 #Felix #필릭스","2022-10-18T05:02:56Z","1️⃣4️⃣3️⃣ I LOVE YOU! 🐥🤟 #CASE143 #CASE143Challenge #CASE143챌린지 #StrayKids #스트레이키즈 #Felix #필릭스

💗Listen to ＜MAXIDENT＞ now!
⚡http://Stray-Kids.lnk.to/MAXIDENT 

Stray Kids ""MAXIDENT""
iTunes & Apple Music: https://stray-kids.lnk.to/MAXIDENT/AppleMusic
Spotify: https://stray-kids.lnk.to/MAXIDENT/Spotify

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Instagram: https://www.instagram.com/realstraykids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official TikTok: https://www.tiktok.com/@jypestraykids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#CASE143
#MAXIDENT
#StrayKidsComeback
#YouMakeStrayKidsStay

Copyrights 2022 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","534023","99183","0","738","https://www.youtube.com/watch?v=BVHx-ZFZ9NE"
"bVtw8ndiuO0","Stray Kids ""24 to 25” Video","2021-12-05T14:59:57Z","Stray Kids(스트레이 키즈) ""24 to 25” Video

Stray Kids Holiday Special Single ""Christmas EveL""
iTunes & Apple Music: https://apple.co/3d4WvUY
Spotify: http://spoti.fi/3Gcrvz5

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Instagram: https://www.instagram.com/realstraykids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#24to25 
#ChristmasEveL 
#WinterFalls
#YouMakeStrayKidsStay

Copyrights 2021 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","5373086","549571","0","27023","https://www.youtube.com/watch?v=bVtw8ndiuO0"
"bxdr2gtr1sQ","Stray Kids ""YAYAYA"" Fan Featuring Guide Video","2018-03-07T11:59:56Z","Stray Kids ""YAYAYA"" Fan Featuring Guide Video

Find Stray Kids ""Mixtape"" on iTunes & Apple Music: https://itunes.apple.com/us/album/mixtape/1332554816

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook:
https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Fan's : https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#Mixtape

Copyrights 2018 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","1382123","118449","0","4273","https://www.youtube.com/watch?v=bxdr2gtr1sQ"
"bY_TqcsMyHM","Hyunjin ""when the party's over"" (원곡 : Billie Eilish) | [Stray Kids : SKZ-PLAYER]","2020-05-09T14:59:54Z","현진(Hyunjin) ""when the party's over"" (원곡 : Billie Eilish) | [Stray Kids(스트레이 키즈) : SKZ-PLAYER(슼즈 플레이어)]

[Hyunjin's Comment]
제가 가장 힘들었을 때를 떠올리며 이 곡의 안무를 만들었습니다.
우선 이 곡을 선택한 이유는 공허함, 절망감, 그리움, 이 세 주제에 가장 잘 어울리는 곡을 찾다가 파티가 끝났을 때의 공허함이 큰 무대에 오른 후 그것을 그리워하며 집으로 돌아왔을 때의 외로움과 같은 감정이라고 생각했기 때문입니다.
최대한 감정을 표현하려 노력했고, 전달이 되었길 바랍니다.

Stray Kids Digital Single ""Mixtape：바보라도 알아""
iTunes & Apple Music: https://apple.co/2QKNntY
Spotify: https://spoti.fi/2JedyVD

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #Hyunjin #whenthepartysover
#스트레이키즈 #현진
#Mixtape_바보라도알아
#Mixtape_OnTrack
#바보라도알아
#YouMakeStrayKidsStay

Copyrights 2020 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","6827211","1022256","0","39061","https://www.youtube.com/watch?v=bY_TqcsMyHM"
"Bz0eKw5ASGs","[SPOT KIDS : BLACK] ""Mixtape"" 자켓 비하인드 #1","2018-01-05T10:27:33Z","[SPOT KIDS : BLACK] ""Mixtape"" 자켓 비하인드 #1

Find Stray Kids ""Mixtape"" on iTunes & Apple Music: 
https://itunes.apple.com/us/album/mixtape/1332554816

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook:
https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Fan's : https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#Mixtape

Copyrights 2018 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","307661","37896","0","851","https://www.youtube.com/watch?v=Bz0eKw5ASGs"
"bZPr6a1Ml50","[Stray Kids: 제 9구역 시즌2 (The 9th Season 2)] EP.05","2018-07-11T06:01:11Z","[Stray Kids: 제 9구역 시즌2 (The 9th Season 2)] EP.05

Stray Kids DEBUT ALBUM ""I am NOT""
Spotify: http://goo.gl/sWyikd
iTunes & Apple Music: https://goo.gl/B3pbMT

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

Copyrights 2018 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","582663","38376","0","1032","https://www.youtube.com/watch?v=bZPr6a1Ml50"
"c0031rLoDhw","[Stray Kids : SKZ-TALKER GO! Season 2] Ep.05 SAUDI ARABIA","2022-02-09T10:59:56Z","[Stray Kids(스트레이 키즈) : SKZ-TALKER GO! Season 2 (슼즈토커 고! 시즌 2)] Ep.05 SAUDI ARABIA

✨ English, Japanese, Chinese, Spanish, Indonesian & Thai subtitles are available! 

Stray Kids BEST ALBUM ""SKZ2021""
iTunes & Apple Music: https://apple.co/3yQ4bEJ
Spotify: https://spoti.fi/32sQ4ZY

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Instagram: https://www.instagram.com/realstraykids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#SKZ_TALKER_GO #슼즈토커고
#YouMakeStrayKidsStay

Copyrights 2022 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","737813","106275","0","3623","https://www.youtube.com/watch?v=c0031rLoDhw"
"c6yyoWhyiWw","[Stray Kids : SKZ-TALKER GO! Season 2] Ep.06 DUBAI","2022-02-10T10:59:56Z","[Stray Kids(스트레이 키즈) : SKZ-TALKER GO! Season 2 (슼즈토커 고! 시즌 2)] Ep.06 DUBAI

✨ English, Japanese, Chinese, Spanish, Indonesian & Thai subtitles are available! 

Stray Kids BEST ALBUM ""SKZ2021""
iTunes & Apple Music: https://apple.co/3yQ4bEJ
Spotify: https://spoti.fi/32sQ4ZY

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Instagram: https://www.instagram.com/realstraykids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#SKZ_TALKER_GO #슼즈토커고
#YouMakeStrayKidsStay

Copyrights 2022 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","888411","104807","0","2515","https://www.youtube.com/watch?v=c6yyoWhyiWw"
"cbAi_0kzqvE","[SPOT KIDS : BLACK] 비니지니의 초!밀착 Talk (feat. 아무말파티)","2018-06-07T06:11:20Z","[SPOT KIDS : BLACK] 비니지니의 초!밀착 Talk (feat. 아무말파티)

Stray Kids DEBUT ALBUM ""I am NOT""
Spotify: http://goo.gl/sWyikd
iTunes & Apple Music: https://goo.gl/B3pbMT

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#IamNOT
#District9

Copyrights 2018 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","109731","16517","0","702","https://www.youtube.com/watch?v=cbAi_0kzqvE"
"ccUd38yVgMs","Stray Kids ""승전가(Victory Song)"" Dance Practice Video","2019-04-26T12:00:38Z","Stray Kids(스트레이 키즈) ""승전가(Victory Song)"" Dance Practice Video

Stray Kids MINI ALBUM ""Clé 1 : MIROH""
iTunes & Apple Music: http://goo.gl/rWq6bu
Spotify: http://goo.gl/QHLXyP

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#Clé1_MIROH #MIROH

Copyrights 2019 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","2531235","243554","0","4948","https://www.youtube.com/watch?v=ccUd38yVgMs"
"cESg37OFeso","Bang Chan ""인정하기 싫어"" | [Stray Kids : SKZ-RECORD]","2020-05-29T14:59:55Z","방찬(Bang Chan) ""인정하기 싫어"" | [Stray Kids(스트레이 키즈) : SKZ-RECORD(슼즈 레코드)]

[Credits]
Lyrics by : 방찬 (3RACHA)
Composed by : 방찬 (3RACHA)
Arranged by : 방찬 (3RACHA)
Original Publisher : JYP Publishing (KOMCA)

[Bang Chan ""인정하기 싫어"" Lyrics]
인정하기 싫어
아직도 그리워
How could I forget
약속했는데

인정하기 싫어
이해하기 힘들어
How could I forget
The day you lied to me

어디 가지 말고 곁에 있어 줘
말해 봤자 이미 너무 늦었어
꿈에서도 그려왔던 너 
어느새 변해 버렸지 뭐 

혹시 몰라 돌아올 수 있다고
말해 뭐해 저번에도 그랬어
내가 볼 땐 이미 글렀어
무너지게 한 건 너였어 yeah

솔직히 말할게
포기하고픈데
I don’t know
I can’t give up on you

좀 더 기다릴게
지금까지 그래왔는데 woah

인정하기 싫어
아직도 그리워
How could I forget
약속했는데

인정하기 싫어
이해하기 힘들어
How could I forget
The day you lied to me

인정하기 싫어
아직도 그리워
How could I forget
약속했는데

인정하기 싫어
이해하기 힘들어
How could I forget
The day you lied to me

Da da da
밤새며 난
I can’t stop thinkin’ ‘bout you

Da da da
Just stay with me

인정하기 싫어
아직도 그리워
How could I forget

인정하기 싫어
이해하기 힘들어
I might as well forget

Stray Kids Single ""TOP""
iTunes & Apple Music: https://apple.co/2Z0I8ey
Spotify: https://spoti.fi/35Zbvzh

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Instagram: https://www.instagram.com/realstraykids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #BangChan #인정하기싫어
#스트레이키즈 #방찬
#GO生 #GOLIVE
#YouMakeStrayKidsStay

Copyrights 2020 ⓒ JYP Entertainment. All Rights Reserved.","UC9rMiEjNaCSsebs31MRDCRA","Stray Kids","9111688","572670","0","41159","https://www.youtube.com/watch?v=cESg37OFeso"
